"INCIDENT_ID","FIRST_OCCURENCE_DATE","LAST_OCCURENCE_DATE","REPORTDATE","INCIDENT_ADDRESS","GEO_X","GEO_Y","DISTRICT_ID","PRECINCT_ID","OFFENSE_CODE","OFFENSE_TYPE_ID","OFFENSE_CATEGORY_ID","MJ_RELATION_TYPE","NEIGHBORHOOD_ID"
"2015680760","21-NOV-15","21-NOV-15","21-NOV-15","2675 W 38TH AVE","3134819","1705508","1","111","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","sunnyside"
"2018355169","27-MAY-18","27-MAY-18","27-MAY-18","1403 S CHEROKEE ST","3143143","1676943","3","313","2205","BURGLARY - BUSINESS NO FORCE","Burglary","INDUSTRY","overland"
"20185001625","03-APR-18","","03-APR-18","1676 N TAMARAC ST","3170170","1696220","2","223","3563","DRUG - MARIJUANA CULTIVATION","Drug Offenses","INDUSTRY","east-colfax"
"2016505750","10-AUG-16","10-AUG-16","10-AUG-16","4773 N FOX ST","3142062","1710572","1","112","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","globeville"
"2016238291","17-APR-16","","17-APR-16","5227 N MONROE ST","3155817","1714011","2","212","2308","THEFT - FROM BLDG","Larceny","INDUSTRY","elyria-swansea"
"2018342940","21-MAY-18","","22-MAY-18","1568 S FEDERAL BLVD","3133861","1675958","4","422","2308","THEFT - FROM BLDG","Larceny","INDUSTRY","ruby-hill"
"2019134945","01-MAR-19","","05-MAR-19","1500 E COLFAX AVE","3149211","1694820","6","622","4104","LIQUOR - POSSESSION","All Other Crimes","INDUSTRY","cheesman-park"
"20156009034","21-SEP-15","21-SEP-15","21-SEP-15","2361 S WOLFF ST","3127159","1671175","4","421","2399","THEFT - OTHER","Larceny","NON-INDUSTRY","harvey-park"
"2016435651","09-JUL-16","10-JUL-16","10-JUL-16","1255 W VIRGINIA AVE","3139724","1683088","4","412","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","athmar-park"
"20168307","04-JAN-16","04-JAN-16","05-JAN-16","777 N CANOSA CT","3134946","1690779","1","122","2205","BURGLARY - BUSINESS NO FORCE","Burglary","INDUSTRY","sun-valley"
"2018387355","08-JUN-18","08-JUN-18","09-JUN-18","4840 N JACKSON ST","3156669","1711165","2","212","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","elyria-swansea"
"2016802332","17-DEC-16","17-DEC-16","17-DEC-16","4 S SANTA FE DR","3141148","1686225","3","311","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","baker"
"2016495157","05-AUG-16","05-AUG-16","05-AUG-16","4773 N FOX ST","3142062","1710572","1","112","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","globeville"
"2016294990","11-MAY-16","11-MAY-16","11-MAY-16","1550 N BROADWAY ST","3144340","1695281","6","621","1315","AGGRAVATED ASSAULT","Agg ASLT-Other","NON-INDUSTRY","north-capitol-hill"
"2015321182","10-JUN-15","10-JUN-15","10-JUN-15","3954 N WILLIAMS ST","3150221","1706661","2","211","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","cole"
"2018503915","25-JUL-18","25-JUL-18","25-JUL-18","1660 N PEARL ST","3146341","1695869","6","621","2305","THEFT - ITEMS FROM VEHICLE","Theft from Motor Vehicle","INDUSTRY","north-capitol-hill"
"2015742621","23-DEC-15","23-DEC-15","23-DEC-15","695 N BRYANT ST","3135289","1690059","1","122","2999","CRIMINAL MISCHIEF - OTHER","Criminal Mischief-Property","INDUSTRY","sun-valley"
"2015616118","21-OCT-15","21-OCT-15","21-OCT-15","1224 S MARIPOSA ST","3140038","1678163","4","422","1208","ROBBERY - RESIDENCE","Robbery-Street-Res","NON-INDUSTRY","ruby-hill"
"2016141178","04-MAR-16","05-MAR-16","05-MAR-16","777 N CANOSA CT","3134946","1690779","1","122","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","sun-valley"
"2015393733","13-JUL-15","13-JUL-15","13-JUL-15","777 N CANOSA CT","3134946","1690779","1","122","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","sun-valley"
"2018649572","16-SEP-18","","21-SEP-18","11975 E 40TH AVE","3182912","1707217","5","512","2303","THEFT - SHOPLIFT","Larceny","INDUSTRY","stapleton"
"2016200139","31-MAR-16","","31-MAR-16","1350 N XENIA ST","3172805","1694331","2","223","1205","ROBBERY - STREET","Robbery-Street-Res","NON-INDUSTRY","east-colfax"
"2016736487","17-NOV-16","17-NOV-16","17-NOV-16","2675 S SANTA FE DR","3141308","1668710","3","313","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","overland"
"2019210209","04-APR-19","04-APR-19","04-APR-19","5141 N FRANKLIN ST","3149177","1712959","1","112","2404","THEFT - OF MOTOR VEHICLE","Auto Theft","INDUSTRY","elyria-swansea"
"2018560182","17-AUG-18","","17-AUG-18","7870 W QUINCY AVE","3116932","1657685","4","423","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","marston"
"2015471228","17-AUG-15","17-AUG-15","17-AUG-15","E 16TH AVE / N PEARL ST","3146260","1695452","6","621","1205","ROBBERY - STREET","Robbery-Street-Res","NON-INDUSTRY","north-capitol-hill"
"2015239429","02-MAY-15","","02-MAY-15","1115 S BANNOCK ST","3143433","1678882","3","313","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","overland"
"2019170712","18-MAR-19","18-MAR-19","18-MAR-19","1136 N YUMA CT","3136560","1692717","1","123","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","lincoln-park"
"2015700864","01-DEC-15","02-DEC-15","02-DEC-15","3814 WALNUT ST","3148591","1705976","2","211","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","cole"
"2016575378","08-SEP-16","08-SEP-16","08-SEP-16","505 N BRYANT ST","3135352","1688992","4","411","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","valverde"
"2018462539","09-JUL-18","09-JUL-18","09-JUL-18","260 N SANTA FE DR","3141128","1687684","3","311","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","baker"
"2015515456","06-SEP-15","06-SEP-15","06-SEP-15","762 N KALAMATH ST","3140710","1690636","1","123","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","lincoln-park"
"2019195497","28-MAR-19","28-MAR-19","29-MAR-19","330 N FEDERAL BLVD","3133715","1688115","4","411","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","valverde"
"2016453569","18-JUL-16","18-JUL-16","18-JUL-16","4935 N YORK ST","3151866","1711453","2","212","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","elyria-swansea"
"2016608985","09-SEP-16","09-SEP-16","22-SEP-16","1798 W MISSISSIPPI AVE","3138325","1678939","4","422","2399","THEFT - OTHER","Larceny","INDUSTRY","ruby-hill"
"2016489909","03-AUG-16","03-AUG-16","03-AUG-16","4690 N BRIGHTON BLVD","3149975","1710084","2","212","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","elyria-swansea"
"2018473453","12-JUL-18","12-JUL-18","13-JUL-18","3995 E 50TH AVE","3156921","1712528","2","212","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","elyria-swansea"
"201577760","09-FEB-15","09-FEB-15","09-FEB-15","970 S ONEIDA ST","3166714","1679991","3","322","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","washington-virginia-vale"
"2016590245","14-SEP-16","14-SEP-16","14-SEP-16","E 1ST AVE / N BROADWAY ST","3144170","1686948","3","311","1205","ROBBERY - STREET","Robbery-Street-Res","NON-INDUSTRY","baker"
"2018627159","12-SEP-18","12-SEP-18","12-SEP-18","4080 N GLOBEVILLE RD","3143631","1706694","1","112","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","globeville"
"2019207100","03-APR-19","","03-APR-19","4228 N YORK ST","3152105","1707908","2","212","2999","CRIMINAL MISCHIEF - OTHER","Criminal Mischief-Property","INDUSTRY","elyria-swansea"
"2018542060","09-AUG-18","","09-AUG-18","1155 S CHEROKEE ST","3143076","1678660","3","313","2399","THEFT - OTHER","Larceny","INDUSTRY","overland"
"2015515030","05-SEP-15","05-SEP-15","06-SEP-15","5109 W ALAMEDA AVE","3125923","1684436","4","411","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","barnum-west"
"2018389043","10-JUN-18","10-JUN-18","10-JUN-18","1136 N YUMA CT","3136560","1692717","1","123","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","lincoln-park"
"2016344235","01-JUN-16","02-JUN-16","02-JUN-16","734 N SHERIDAN BLVD","3125934","1690577","1","122","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","villa-park"
"2016492297","04-AUG-16","04-AUG-16","04-AUG-16","2191 S JASON ST","3140840","1671793","4","422","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","college-view-south-platte"
"2018462535","09-JUL-18","09-JUL-18","09-JUL-18","120 S KALAMATH ST","3140719","1685494","3","311","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","baker"
"2015461024","13-AUG-15","13-AUG-15","13-AUG-15","1205 W EVANS AVE","3140054","1672604","4","422","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","college-view-south-platte"
"2019143157","05-MAR-19","05-MAR-19","05-MAR-19","5201 W 48TH AVE","3125451","1710769","1","111","2305","THEFT - ITEMS FROM VEHICLE","Theft from Motor Vehicle","INDUSTRY","regis"
"201550789","26-JAN-15","","27-JAN-15","835 E 50TH AVE","3147226","1712486","1","112","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","globeville"
"2016373057","14-JUN-16","14-JUN-16","14-JUN-16","445 N FEDERAL BLVD","3133474","1688828","4","411","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","barnum"
"2018333327","18-MAY-18","18-MAY-18","18-MAY-18","5109 W ALAMEDA AVE","3125931","1684434","4","411","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","barnum-west"
"2018331819","04-JAN-18","05-MAY-18","17-MAY-18","1755 S BROADWAY ST","3144171","1674691","3","313","2399","THEFT - OTHER","Larceny","INDUSTRY","overland"
"2015203620","13-APR-15","13-APR-15","14-APR-15","3937 N MARIPOSA ST","3139604","1706193","1","112","2202","BURGLARY - RESIDENCE BY FORCE","Burglary","NON-INDUSTRY","sunnyside"
"2018372451","03-JUN-18","03-JUN-18","03-JUN-18","735 W BAYAUD AVE","3141364","1685836","3","311","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","baker"
"2016215438","07-APR-16","","07-APR-16","970 S ONEIDA ST","3166714","1679991","3","322","5707","CRIMINAL TRESPASSING","All Other Crimes","INDUSTRY","washington-virginia-vale"
"20168174","04-JAN-16","04-JAN-16","05-JAN-16","2617 W EVANS AVE","3135509","1672647","4","422","1208","ROBBERY - RESIDENCE","Robbery-Street-Res","NON-INDUSTRY","college-view-south-platte"
"2018355289","27-MAY-18","27-MAY-18","27-MAY-18","2020 S BROADWAY ST","3144349","1672869","3","313","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","platt-park"
"2015420426","25-JUL-15","","25-JUL-15","4620 N PEORIA ST","3183815","1709739","5","521","2303","THEFT - SHOPLIFT","Larceny","INDUSTRY","montbello"
"2019225791","09-APR-19","","16-APR-19","4414 N VINE ST","3151174","1708722","2","212","7399","PUBLIC ORDER CRIMES - OTHER","All Other Crimes","INDUSTRY","elyria-swansea"
"2015413907","22-JUL-15","22-JUL-15","22-JUL-15","4990 N HOOKER ST","3132533","1711997","1","111","2202","BURGLARY - RESIDENCE BY FORCE","Burglary","NON-INDUSTRY","regis"
"2019171646","18-MAR-19","","18-MAR-19","1736 N DOWNING ST","3148182","1696333","6","622","1315","AGGRAVATED ASSAULT","Agg ASLT-Other","INDUSTRY","city-park-west"
"2016754728","25-NOV-16","26-NOV-16","26-NOV-16","4750 N NOME ST","3182025","1710903","5","511","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","montbello"
"2015355312","24-JUN-15","25-JUN-15","25-JUN-15","3170 W 14TH AVE","3132531","1694213","1","122","2308","THEFT - FROM BLDG","Larceny","NON-INDUSTRY","west-colfax"
"2018446677","03-JUL-18","","03-JUL-18","W 38TH AVE / N WINONA CT","3127215","1705438","1","111","1205","ROBBERY - STREET","Robbery-Street-Res","INDUSTRY","west-highland"
"2018604255","04-SEP-18","","04-SEP-18","1126 S SHERIDAN BLVD","3125821","1678730","4","421","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","mar-lee"
"2019200835","31-MAR-19","31-MAR-19","31-MAR-19","4620 N PEORIA ST","3183815","1709739","5","521","2404","THEFT - OF MOTOR VEHICLE","Auto Theft","INDUSTRY","montbello"
"2016470113","24-JUL-16","24-JUL-16","25-JUL-16","3996 E EVANS AVE","3157232","1672185","3","314","1205","ROBBERY - STREET","Robbery-Street-Res","NON-INDUSTRY","university-park"
"2015467857","16-AUG-15","16-AUG-15","16-AUG-15","1798 W MISSISSIPPI AVE","3138325","1678939","4","422","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","ruby-hill"
"2018520272","01-AUG-18","01-AUG-18","01-AUG-18","2243 N FEDERAL BLVD","3133363","1698718","1","121","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","sloan-lake"
"2019206099","02-APR-19","02-APR-19","03-APR-19","4615 E COLFAX AVE","3159365","1695079","2","222","2205","BURGLARY - BUSINESS NO FORCE","Burglary","INDUSTRY","south-park-hill"
"2018594837","31-AUG-18","31-AUG-18","31-AUG-18","6858 E EVANS AVE","3166313","1672406","3","323","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","goldsmith"
"2016257214","01-NOV-15","29-MAR-16","25-APR-16","225 N MARIPOSA ST","3139739","1687375","3","311","2399","THEFT - OTHER","Larceny","INDUSTRY","baker"
"2018389174","10-JUN-18","10-JUN-18","10-JUN-18","1136 N YUMA CT","3136560","1692717","1","123","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","lincoln-park"
"2018505497","26-JUL-18","26-JUL-18","26-JUL-18","1568 S FEDERAL BLVD","3133861","1675958","4","422","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","ruby-hill"
"2015355741","26-JUN-15","26-JUN-15","26-JUN-15","4124 N SHERIDAN BLVD","3125672","1706910","1","111","1208","ROBBERY - RESIDENCE","Robbery-Street-Res","NON-INDUSTRY","berkeley"
"2019207100","03-APR-19","","03-APR-19","4228 N YORK ST","3152105","1707908","2","212","5707","CRIMINAL TRESPASSING","All Other Crimes","INDUSTRY","elyria-swansea"
"2016638187","04-OCT-16","04-OCT-16","05-OCT-16","3845 N HIGH ST","3150382","1706137","2","211","2202","BURGLARY - RESIDENCE BY FORCE","Burglary","NON-INDUSTRY","cole"
"2016749275","23-NOV-16","23-NOV-16","23-NOV-16","4400 E EVANS AVE","3158749","1672408","3","314","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","university-hills"
"2016198150","31-MAR-16","31-MAR-16","31-MAR-16","1270 W CEDAR AVE","3139673","1684892","4","411","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","valverde"
"2016364813","10-JUN-16","10-JUN-16","10-JUN-16","4495 N WASHINGTON ST","3146216","1708700","1","112","2399","THEFT - OTHER","Larceny","INDUSTRY","globeville"
"2016446883","15-JUL-16","15-JUL-16","15-JUL-16","2323 S LIPAN ST","3140148","1670815","4","422","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","college-view-south-platte"
"2018560070","17-AUG-18","17-AUG-18","17-AUG-18","1568 S BROADWAY ST","3144286","1675958","3","313","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","platt-park"
"2016344743","02-JUN-16","","02-JUN-16","3955 N ONEIDA ST","3166432","1706593","2","221","2303","THEFT - SHOPLIFT","Larceny","INDUSTRY","northeast-park-hill"
"20185004341","18-SEP-18","22-SEP-18","22-SEP-18","4410 N WASHINGTON ST","3146579","1708250","1","112","5211","EXPLOSIVE/INCENDIARY DEV - POS","Weapons Offense","INDUSTRY","globeville"
"2018602288","03-SEP-18","","03-SEP-18","4935 N YORK ST","3151887","1711462","2","212","2999","CRIMINAL MISCHIEF - OTHER","Criminal Mischief-Property","INDUSTRY","elyria-swansea"
"2019210756","04-APR-19","04-APR-19","05-APR-19","695 N BRYANT ST","3135298","1690109","1","122","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","sun-valley"
"2019335170","24-MAY-19","29-MAY-19","29-MAY-19","225 N MARIPOSA ST","3139739","1687375","3","311","5707","CRIMINAL TRESPASSING","All Other Crimes","INDUSTRY","baker"
"2016731454","14-NOV-16","15-NOV-16","15-NOV-16","2675 S SANTA FE DR","3141308","1668710","3","313","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","overland"
"2015676079","18-NOV-15","18-NOV-15","19-NOV-15","3050 W 49TH AVE","3133027","1711268","1","111","1205","ROBBERY - STREET","Robbery-Street-Res","NON-INDUSTRY","regis"
"2018405375","16-JUN-18","","17-JUN-18","4708 N WASHINGTON ST","3146660","1710163","1","112","1205","ROBBERY - STREET","Robbery-Street-Res","NON-INDUSTRY","globeville"
"2018792420","19-NOV-18","","21-NOV-18","4394 N GRAPE ST","3161830","1708713","2","221","2404","THEFT - OF MOTOR VEHICLE","Auto Theft","INDUSTRY","northeast-park-hill"
"2016138933","04-MAR-16","","04-MAR-16","5155 E 46TH AVE","3160637","1709787","2","221","3560","DRUG - MARIJUANA SELL","Drug Offenses","INDUSTRY","northeast-park-hill"
"2016365429","11-JUN-16","11-JUN-16","11-JUN-16","688 N BRYANT ST","3135476","1690167","1","122","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","sun-valley"
"2018410777","12-JUN-18","13-JUN-18","19-JUN-18","701 W MISSISSIPPI AVE","3141832","1679130","4","412","2999","CRIMINAL MISCHIEF - OTHER","Criminal Mischief-Property","INDUSTRY","athmar-park"
"2019267127","22-APR-19","","29-APR-19","8151 E COLFAX AVE","3170674","1695109","2","223","2308","THEFT - FROM BLDG","Larceny","INDUSTRY","east-colfax"
"2016601396","19-SEP-16","19-SEP-16","19-SEP-16","5569 N JERICHO CT","3210938","1716217","5","523","1208","ROBBERY - RESIDENCE","Robbery-Street-Res","NON-INDUSTRY","gateway-green-valley-ranch"
"2015219392","22-APR-15","","22-APR-15","3944 N HIGH ST","3150562","1706559","2","211","1202","ROBBERY - BUSINESS","Robbery-Business","INDUSTRY","cole"
"2016515886","14-AUG-16","14-AUG-16","14-AUG-16","155 S PECOS ST","3138861","1685187","4","411","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","valverde"
"2015546529","20-SEP-15","20-SEP-15","20-SEP-15","3100 BLAKE ST","3145964","1703803","2","211","1202","ROBBERY - BUSINESS","Robbery-Business","INDUSTRY","five-points"
"2015729632","16-DEC-15","","16-DEC-15","3955 N STEELE ST","3154320","1706484","2","212","1313","ASSAULT - SIMPLE","Simple Assault","NON-INDUSTRY","clayton"
"2016501351","08-AUG-16","08-AUG-16","08-AUG-16","2895 W 8TH AVE","3134093","1690994","1","122","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","sun-valley"
"2018789365","20-NOV-18","20-NOV-18","20-NOV-18","6858 E EVANS AVE","3166313","1672406","3","323","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","goldsmith"
"2015159932","23-MAR-15","23-MAR-15","23-MAR-15","1500 E COLFAX AVE","3149211","1694820","6","622","2303","THEFT - SHOPLIFT","Larceny","INDUSTRY","cheesman-park"
"2019251557","22-APR-19","","22-APR-19","403 16TH ST","3143515","1696108","6","611","5707","CRIMINAL TRESPASSING","All Other Crimes","INDUSTRY","cbd"
"2019266753","15-APR-19","","29-APR-19","330 E COLFAX AVE","3145483","1694804","6","623","2399","THEFT - OTHER","Larceny","INDUSTRY","capitol-hill"
"2018789303","20-NOV-18","20-NOV-18","20-NOV-18","3480 PARK AVEW","3142322","1704085","1","112","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","globeville"
"2018432603","27-JUN-18","","28-JUN-18","978 S PERRY ST","3129467","1679816","4","412","1208","ROBBERY - RESIDENCE","Robbery-Street-Res","NON-INDUSTRY","westwood"
"2018427949","26-JUN-18","26-JUN-18","26-JUN-18","5109 W ALAMEDA AVE","3125931","1684434","4","411","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","barnum-west"
"2015416560","23-JUL-15","","23-JUL-15","1620 MARKET ST","3141254","1698471","6","612","2303","THEFT - SHOPLIFT","Larceny","INDUSTRY","union-station"
"2018746080","01-NOV-18","01-NOV-18","01-NOV-18","5475 N PEORIA ST","3183035","1715021","5","511","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","montbello"
"2018706589","14-OCT-18","14-OCT-18","15-OCT-18","1196 S BANNOCK ST","3143513","1678430","3","313","2999","CRIMINAL MISCHIEF - OTHER","Criminal Mischief-Property","INDUSTRY","overland"
"2016453323","18-JUL-16","18-JUL-16","18-JUL-16","219 N VALLEJO ST","3136853","1687732","4","411","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","valverde"
"2019216351","07-APR-19","","07-APR-19","8151 E COLFAX AVE","3170674","1695109","2","223","2404","THEFT - OF MOTOR VEHICLE","Auto Theft","INDUSTRY","east-colfax"
"2015452627","09-AUG-15","09-AUG-15","09-AUG-15","1755 S BROADWAY ST","3144171","1674691","3","313","2999","CRIMINAL MISCHIEF - OTHER","Criminal Mischief-Property","INDUSTRY","overland"
"2015202896","14-APR-15","14-APR-15","14-APR-15","1332 S CHEROKEE ST","3143338","1677553","3","313","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","overland"
"201695696","14-FEB-16","14-FEB-16","14-FEB-16","2330 N BROADWAY ST","3144218","1700270","6","621","2202","BURGLARY - RESIDENCE BY FORCE","Burglary","NON-INDUSTRY","five-points"
"2019276120","26-APR-19","26-APR-19","03-MAY-19","260 N BROADWAY ST","3144270","1687727","3","311","5707","CRIMINAL TRESPASSING","All Other Crimes","INDUSTRY","speer"
"2016334634","28-MAY-16","","28-MAY-16","7741 E COLFAX AVE","3169310","1695133","2","223","2999","CRIMINAL MISCHIEF - OTHER","Criminal Mischief-Property","INDUSTRY","east-colfax"
"2018560102","17-AUG-18","17-AUG-18","17-AUG-18","3555 S YOSEMITE ST","3173020","1662878","3","324","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","hampden-south"
"2016505830","10-AUG-16","10-AUG-16","10-AUG-16","2777 S COLORADO BLVD","3157354","1667895","3","314","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","wellshire"
"2018663315","27-SEP-18","27-SEP-18","27-SEP-18","4820 MORRISON RD","3126979","1679901","4","412","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","westwood"
"2015118928","03-MAR-15","03-MAR-15","03-MAR-15","1031 W CENTER AVE","3140685","1682437","4","412","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","athmar-park"
"2018701946","12-OCT-18","12-OCT-18","13-OCT-18","N DAHLIA ST / E 33RD AVE","3159722","1703387","2","221","1313","ASSAULT - SIMPLE","Simple Assault","NON-INDUSTRY","northeast-park-hill"
"2016599721","18-SEP-16","","19-SEP-16","800 BLOCK S MONACO ST","3165338","1681156","3","322","1205","ROBBERY - STREET","Robbery-Street-Res","NON-INDUSTRY","washington-virginia-vale"
"2018398619","14-JUN-18","","14-JUN-18","1499 N BROADWAY ST","3144130","1694794","6","611","3562","DRUG - MARIJUANA POSSESS","Drug Offenses","INDUSTRY","civic-center"
"2018433541","28-JUN-18","","28-JUN-18","2042 ARAPAHOE ST","3143416","1699249","6","611","1315","AGGRAVATED ASSAULT","Agg ASLT-Other","INDUSTRY","five-points"
"2019197221","29-MAR-19","","29-MAR-19","W EVANS AVE / S TEJON ST","3137629","1672446","4","422","1315","MENACING - FELONY W/WEAP","Agg ASLT-Firearm","NON-INDUSTRY","college-view-south-platte"
"20185005171","15-NOV-18","","19-NOV-18","4500 N JASON ST","3140782","1708915","1","112","7399","PUBLIC ORDER CRIMES - OTHER","All Other Crimes","INDUSTRY","sunnyside"
"2018430318","27-JUN-18","27-JUN-18","27-JUN-18","330 S DAYTON ST","3175842","1683494","3","321","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","windsor"
"2018680942","23-SEP-18","29-SEP-18","04-OCT-18","879 N FEDERAL BLVD","3133482","1691405","1","122","2399","THEFT - OTHER","Larceny","INDUSTRY","villa-park"
"2018746423","01-NOV-18","01-NOV-18","01-NOV-18","3855 N QUENTIN ST","3184099","1706162","5","512","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","stapleton"
"2018792184","21-NOV-18","21-NOV-18","21-NOV-18","4975 N VASQUEZ BLVD","3155551","1711955","2","212","1313","ASSAULT - DV","Simple Assault","INDUSTRY","elyria-swansea"
"2018789599","20-NOV-18","20-NOV-18","20-NOV-18","4900 N COLORADO BLVD","3157486","1711516","2","221","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","northeast-park-hill"
"2018789339","20-NOV-18","20-NOV-18","20-NOV-18","399 S HARRISON ST","3157075","1683778","3","311","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","belcaro"
"2019305423","16-MAY-19","16-MAY-19","16-MAY-19","2645 S SANTA FE DR","3141742","1668660","3","313","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","overland"
"2016568628","04-SEP-16","05-SEP-16","05-SEP-16","1626 S SHERIDAN BLVD","3125844","1675522","4","421","2204","BURGLARY - RESIDENCE NO FORCE","Burglary","NON-INDUSTRY","mar-lee"
"201599854","20-FEB-15","","20-FEB-15","1233 W ALAMEDA AVE","3140030","1684375","4","411","3560","DRUG - MARIJUANA SELL","Drug Offenses","INDUSTRY","valverde"
"2018789291","20-NOV-18","20-NOV-18","20-NOV-18","4773 N FOX ST","3142062","1710572","1","112","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","globeville"
"2018666172","27-SEP-18","28-SEP-18","28-SEP-18","5077 N COLORADO BLVD","3156774","1712483","2","212","2305","THEFT - ITEMS FROM VEHICLE","Theft from Motor Vehicle","NON-INDUSTRY","elyria-swansea"
"2016624261","29-SEP-16","29-SEP-16","29-SEP-16","4495 N WASHINGTON ST","3146216","1708700","1","112","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","globeville"
"2019334193","29-MAY-19","29-MAY-19","29-MAY-19","5000 E 41ST AVE","3160362","1706982","2","221","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","northeast-park-hill"
"2019334141","28-MAY-19","","29-MAY-19","3814 WALNUT ST","3148592","1705976","2","211","2999","CRIMINAL MISCHIEF - OTHER","Criminal Mischief-Property","INDUSTRY","cole"
"2016564626","03-SEP-16","","03-SEP-16","3887 N STEELE ST","3153496","1705991","2","212","1202","ROBBERY - BUSINESS","Robbery-Business","INDUSTRY","clayton"
"2018405375","16-JUN-18","","17-JUN-18","4708 N WASHINGTON ST","3146660","1710163","1","112","3532","DRUG - COCAINE POSSESS","Drug Offenses","NON-INDUSTRY","globeville"
